Device ID,Device Name,Battery Level (%),Temperature (°C),Signal Strength (%),Operational Hours,Maintenance Status,Criticality Level,Threat Detection Alerts,Firmware Vulnerabilities,Environment Type,Service Interval (days),Event Logs,Calibration Status,Device Health
ID5445,Weapon System,27,44,51,360,Yes,Medium,82,0,Forest,108,191,Yes,compromised
ID7797,Unmanned Ground Vehicle,10,13,97,404,No,Low,5,1,Urban,57,175,No,compromised
ID6768,Surveillance Camera,18,52,69,225,No,Medium,58,2,Urban,68,108,Yes,compromised
ID8574,Weapon System,97,46,62,412,Yes,High,29,5,Desert,128,70,Yes,normal
ID2398,Radar System,13,13,22,190,Yes,Low,38,4,Forest,174,44,Yes,compromised
ID9907,Weapon System,83,32,85,203,Yes,High,24,0,Forest,173,74,Yes,normal
ID4583,Body Armor Sensor,41,26,32,429,No,Medium,43,2,Arctic,59,161,No,compromised
ID6354,Body Armor Sensor,72,52,42,446,No,Medium,67,4,Urban,80,134,Yes,compromised
ID1051,Radar System,64,-7,96,229,Yes,High,2,0,Desert,109,98,Yes,normal
ID3823,Radar System,80,22,94,271,Yes,Medium,100,0,Desert,115,124,Yes,compromised
ID5024,Drone,23,15,81,295,No,High,57,1,Forest,107,120,Yes,compromised
ID6633,Body Armor Sensor,32,22,53,271,Yes,Low,49,5,Forest,158,131,Yes,compromised
ID9607,Surveillance Camera,32,32,78,214,No,Medium,58,5,Desert,156,157,Yes,compromised
ID6222,Unmanned Ground Vehicle,98,41,68,397,Yes,Medium,33,2,Arctic,152,81,Yes,normal
ID4656,Body Armor Sensor,24,-5,78,147,No,Medium,70,3,Forest,172,15,No,compromised
ID9252,Surveillance Camera,54,32,85,177,No,Low,2,5,Desert,153,160,Yes,compromised
ID3220,Weapon System,35,36,72,467,Yes,High,7,0,Urban,178,110,Yes,compromised
ID7044,Communication Equipment,26,7,95,439,Yes,Medium,5,1,Urban,129,30,Yes,normal
ID5262,Weapon System,23,46,88,439,Yes,Low,23,0,Forest,59,91,Yes,normal
ID8035,Radar System,77,36,63,238,No,High,65,2,Forest,34,22,Yes,compromised
ID5796,Communication Equipment,25,38,80,159,Yes,Low,16,3,Urban,126,54,Yes,normal
ID7709,Radar System,73,17,50,173,Yes,High,32,1,Arctic,92,94,Yes,normal
ID6985,Drone,100,9,55,330,Yes,High,7,1,Urban,164,85,Yes,normal
ID3748,Weapon System,66,35,44,472,No,Medium,34,3,Forest,61,128,Yes,compromised
ID9845,Body Armor Sensor,56,40,99,282,Yes,Medium,3,1,Urban,111,41,Yes,normal
ID1079,Radar System,50,6,43,155,Yes,Low,14,1,Arctic,156,19,Yes,normal
ID6188,Surveillance Camera,33,36,47,307,Yes,High,50,3,Arctic,105,192,Yes,compromised
ID6445,Unmanned Ground Vehicle,66,12,38,244,Yes,High,20,1,Arctic,32,20,Yes,normal
ID6498,Drone,41,57,41,443,No,High,24,1,Forest,98,85,No,compromised
ID4293,Body Armor Sensor,56,38,80,476,Yes,Medium,63,0,Forest,165,78,Yes,compromised
ID6671,Weapon System,11,16,77,306,Yes,Low,2,0,Forest,32,48,No,compromised
ID6391,Surveillance Camera,38,27,28,180,No,Medium,46,2,Urban,90,3,No,compromised
ID6331,Communication Equipment,12,11,78,219,Yes,High,67,1,Arctic,55,187,Yes,compromised
ID2309,Weapon System,16,28,80,380,Yes,Low,41,0,Arctic,148,17,Yes,compromised
ID5498,Weapon System,65,48,84,158,Yes,Medium,30,2,Urban,86,90,Yes,normal
ID8504,Unmanned Ground Vehicle,90,23,81,182,Yes,High,2,4,Desert,110,13,Yes,normal
ID2975,Surveillance Camera,77,8,73,231,Yes,Low,28,2,Desert,47,33,Yes,normal
ID5519,Radar System,69,24,68,385,Yes,High,16,3,Arctic,33,58,Yes,normal
ID1987,Weapon System,60,27,70,190,Yes,Medium,36,3,Urban,162,73,Yes,normal
ID2314,Communication Equipment,65,35,59,213,Yes,Low,27,0,Desert,108,84,Yes,normal
ID4942,Surveillance Camera,52,33,67,477,Yes,Low,38,5,Urban,40,62,Yes,normal
ID1856,Weapon System,63,18,53,301,Yes,High,19,4,Arctic,132,69,Yes,normal
ID5866,Weapon System,10,16,97,422,Yes,Medium,54,5,Desert,116,48,Yes,compromised
ID8926,Drone,49,15,45,163,No,Low,78,4,Urban,175,53,No,compromised
ID2349,Surveillance Camera,25,10,73,203,Yes,Medium,35,0,Urban,133,50,Yes,normal
ID4412,Weapon System,77,14,60,178,Yes,High,45,4,Arctic,150,165,No,compromised
ID9062,Radar System,53,43,97,438,Yes,High,26,5,Arctic,140,136,Yes,compromised
ID8131,Communication Equipment,37,24,39,344,No,High,52,4,Forest,160,110,Yes,compromised
ID1897,Weapon System,29,38,70,455,Yes,Medium,48,4,Urban,103,90,Yes,normal
ID5478,Surveillance Camera,53,1,90,347,Yes,Low,6,3,Arctic,137,22,Yes,normal
ID3190,Radar System,96,-3,77,228,Yes,Low,42,2,Urban,46,30,Yes,normal
ID8250,Radar System,57,49,28,312,Yes,Low,64,0,Arctic,48,155,No,compromised
ID9679,Communication Equipment,97,38,31,257,Yes,Medium,18,5,Urban,90,59,Yes,normal
ID6185,Drone,22,23,37,285,Yes,Low,12,3,Arctic,45,36,Yes,normal
ID8185,Drone,46,42,38,213,Yes,Medium,25,0,Urban,69,70,Yes,normal
ID2307,Communication Equipment,28,35,55,304,Yes,High,87,3,Arctic,109,82,No,compromised
ID2452,Weapon System,56,34,37,382,Yes,Medium,24,2,Urban,113,89,Yes,normal
ID1334,Drone,67,47,39,379,No,Medium,85,5,Urban,144,31,Yes,compromised
ID6619,Drone,22,56,100,413,No,Low,83,0,Urban,142,155,Yes,compromised
ID4697,Drone,58,51,31,129,Yes,Medium,9,0,Desert,163,84,Yes,compromised
ID5474,Radar System,74,21,69,389,No,Medium,17,1,Urban,66,42,No,compromised
ID9348,Communication Equipment,52,49,72,269,Yes,Low,23,5,Urban,172,41,Yes,normal
ID4896,Drone,60,5,89,235,Yes,Medium,45,5,Forest,111,21,Yes,normal
ID9495,Drone,34,47,80,391,Yes,High,88,1,Desert,178,150,No,compromised
ID8252,Drone,91,41,68,380,Yes,Low,50,2,Urban,127,82,Yes,normal
ID2278,Radar System,36,23,98,199,Yes,Medium,1,0,Forest,100,100,Yes,normal
ID1014,Unmanned Ground Vehicle,28,42,46,481,Yes,High,20,3,Desert,180,58,Yes,normal
ID2928,Drone,95,9,32,212,Yes,Medium,32,2,Urban,129,48,Yes,normal
ID4894,Communication Equipment,26,21,55,436,No,Medium,69,5,Arctic,179,175,No,compromised
ID8616,Unmanned Ground Vehicle,83,0,91,143,Yes,Medium,17,4,Forest,115,43,Yes,normal
ID8664,Communication Equipment,38,2,65,394,Yes,Low,72,0,Arctic,164,58,No,compromised
ID4820,Communication Equipment,40,33,63,264,Yes,Medium,99,1,Desert,167,40,Yes,compromised
ID3066,Body Armor Sensor,74,37,22,351,No,Low,81,2,Arctic,122,125,Yes,compromised
ID5419,Weapon System,79,11,29,122,No,Medium,54,0,Desert,164,18,Yes,compromised
ID6760,Surveillance Camera,37,51,21,465,Yes,Low,4,3,Urban,168,72,Yes,compromised
ID4886,Radar System,89,28,60,181,Yes,Medium,29,2,Forest,175,101,Yes,compromised
ID3409,Body Armor Sensor,28,40,24,392,Yes,Medium,61,5,Forest,94,149,No,compromised
ID4294,Unmanned Ground Vehicle,55,54,39,252,No,High,96,0,Desert,142,149,Yes,compromised
ID9928,Communication Equipment,32,57,77,205,No,Medium,58,2,Urban,37,36,No,compromised
ID5950,Unmanned Ground Vehicle,45,28,31,147,Yes,Medium,31,2,Urban,108,72,Yes,normal
ID5830,Body Armor Sensor,77,37,70,486,Yes,Medium,7,5,Desert,120,52,Yes,normal
ID3694,Unmanned Ground Vehicle,86,44,73,191,No,Medium,79,5,Urban,66,177,No,compromised
ID5901,Drone,99,46,90,201,Yes,High,25,1,Desert,44,28,Yes,normal
ID9343,Surveillance Camera,68,19,66,363,No,Medium,94,1,Arctic,108,126,No,compromised
ID1498,Weapon System,37,9,48,274,Yes,High,48,0,Urban,134,88,Yes,normal
ID1307,Radar System,17,35,32,318,No,Low,18,3,Forest,49,50,No,compromised
ID5380,Drone,34,-1,45,208,Yes,Medium,49,3,Forest,153,36,Yes,normal
ID2005,Drone,35,48,49,349,Yes,Medium,21,5,Desert,69,100,Yes,normal
ID9624,Weapon System,83,6,76,158,No,High,82,1,Desert,154,112,Yes,compromised
ID9386,Surveillance Camera,96,17,55,122,Yes,High,4,5,Urban,33,25,Yes,normal
ID7325,Radar System,87,15,84,260,Yes,Low,33,0,Arctic,46,134,Yes,compromised
ID3363,Drone,44,-5,96,489,Yes,Medium,49,3,Urban,180,12,Yes,normal
ID6817,Drone,86,25,27,378,Yes,Medium,71,1,Urban,124,144,Yes,compromised
ID6956,Communication Equipment,96,44,94,467,Yes,Low,13,1,Arctic,136,50,Yes,normal
ID2155,Surveillance Camera,69,0,49,350,No,Low,58,5,Urban,50,91,No,compromised
ID1437,Body Armor Sensor,51,46,54,173,Yes,High,11,1,Forest,175,75,Yes,normal
ID7840,Radar System,83,-4,72,140,Yes,High,18,1,Urban,77,36,Yes,normal
ID7196,Communication Equipment,10,18,60,453,Yes,High,29,2,Desert,148,84,No,compromised
ID1420,Drone,50,41,36,411,Yes,Low,11,2,Forest,109,79,Yes,normal
ID1647,Unmanned Ground Vehicle,24,31,92,276,Yes,High,15,0,Urban,156,95,Yes,normal
ID4350,Weapon System,46,23,20,329,Yes,High,29,1,Arctic,32,121,Yes,compromised
ID5713,Drone,83,30,97,291,Yes,Medium,34,3,Urban,118,17,Yes,normal
ID2912,Radar System,67,35,51,266,No,Medium,28,0,Forest,116,166,No,compromised
ID3065,Surveillance Camera,59,51,83,183,No,High,12,1,Desert,81,95,No,compromised
ID1664,Weapon System,74,41,32,483,Yes,Medium,97,2,Desert,153,165,No,compromised
ID4627,Communication Equipment,81,21,67,240,Yes,High,26,1,Desert,48,52,Yes,normal
ID9170,Surveillance Camera,99,2,75,251,Yes,Low,33,0,Desert,35,93,Yes,normal
ID8188,Communication Equipment,76,22,85,245,Yes,Low,35,5,Arctic,164,187,No,compromised
ID1284,Body Armor Sensor,39,47,73,118,Yes,High,32,2,Arctic,41,42,Yes,normal
ID4712,Radar System,31,16,45,392,Yes,Medium,31,2,Arctic,97,8,Yes,normal
ID9095,Communication Equipment,50,-2,99,148,Yes,High,29,5,Forest,75,52,Yes,normal
ID6383,Communication Equipment,30,20,65,114,No,Low,36,1,Arctic,139,57,No,compromised
ID6101,Drone,72,52,49,247,Yes,Low,15,4,Arctic,75,199,Yes,compromised
ID3623,Surveillance Camera,37,23,68,411,Yes,Medium,39,5,Urban,101,39,Yes,normal
ID6846,Communication Equipment,93,52,41,306,No,Medium,98,0,Arctic,96,162,Yes,compromised
ID9068,Weapon System,88,32,95,104,Yes,High,10,2,Forest,49,140,Yes,compromised
ID8905,Weapon System,53,-7,62,158,No,High,46,2,Urban,120,79,No,compromised
ID3295,Communication Equipment,28,9,96,322,No,Low,32,3,Desert,108,20,No,compromised
ID9433,Radar System,64,3,23,364,Yes,Medium,1,5,Urban,127,34,No,compromised
ID4785,Communication Equipment,79,44,30,315,Yes,Low,29,2,Forest,107,84,No,compromised
ID3945,Radar System,88,32,64,345,Yes,High,47,3,Urban,120,63,Yes,normal
ID4751,Communication Equipment,65,6,42,220,Yes,Low,17,0,Arctic,143,53,Yes,normal
ID5933,Unmanned Ground Vehicle,67,-4,97,107,No,Low,27,0,Desert,118,63,No,compromised
ID8597,Surveillance Camera,34,38,41,200,Yes,Low,5,5,Desert,66,95,Yes,normal
ID4643,Surveillance Camera,17,49,35,114,No,Low,42,3,Desert,160,75,Yes,compromised
ID3817,Radar System,37,44,51,139,No,Low,24,4,Arctic,67,155,Yes,compromised
ID5431,Unmanned Ground Vehicle,37,42,46,377,Yes,Medium,8,0,Arctic,66,136,No,compromised
ID6804,Communication Equipment,73,50,71,197,Yes,Medium,30,4,Forest,58,79,Yes,normal
ID6591,Communication Equipment,79,5,44,175,Yes,Low,2,0,Arctic,112,5,Yes,normal
ID4154,Communication Equipment,55,5,55,266,No,High,33,5,Arctic,124,99,Yes,compromised
ID3724,Surveillance Camera,20,48,65,313,Yes,Medium,62,3,Urban,120,106,Yes,compromised
ID7743,Weapon System,70,-10,100,149,Yes,Low,79,0,Arctic,43,170,No,compromised
ID2634,Surveillance Camera,77,16,57,251,Yes,Medium,18,3,Arctic,41,176,Yes,compromised
ID8203,Surveillance Camera,62,-6,93,349,Yes,Low,24,4,Urban,128,10,Yes,normal
ID5446,Communication Equipment,27,-2,79,398,Yes,Low,4,2,Arctic,111,8,Yes,normal
ID6799,Communication Equipment,39,31,46,281,Yes,Medium,17,5,Desert,125,59,Yes,normal
ID8351,Communication Equipment,61,46,39,214,Yes,Low,98,5,Desert,176,17,Yes,compromised
ID8574,Surveillance Camera,33,-7,83,399,No,Low,90,0,Arctic,117,176,Yes,compromised
ID6181,Drone,40,29,50,489,Yes,Low,29,0,Urban,157,40,Yes,normal
ID5843,Body Armor Sensor,79,10,38,297,Yes,Low,37,1,Forest,44,88,Yes,normal
ID1014,Surveillance Camera,96,23,89,251,Yes,High,1,1,Forest,52,26,Yes,normal
ID2214,Radar System,61,-8,75,144,Yes,High,2,0,Desert,56,4,Yes,normal
ID8460,Unmanned Ground Vehicle,68,37,36,233,Yes,High,44,2,Urban,55,20,Yes,normal
ID2141,Radar System,26,19,39,260,No,Low,68,0,Arctic,33,61,Yes,compromised
ID2690,Drone,49,23,27,253,No,Low,20,5,Urban,162,60,No,compromised
ID8079,Unmanned Ground Vehicle,29,6,43,152,Yes,Low,79,4,Arctic,39,11,Yes,compromised
ID1491,Drone,88,32,44,146,Yes,High,44,0,Arctic,171,118,No,compromised
ID7777,Surveillance Camera,92,1,61,253,No,Low,39,4,Urban,172,86,Yes,compromised
ID6814,Weapon System,85,3,40,212,Yes,High,85,4,Desert,162,46,Yes,compromised
ID9030,Weapon System,78,38,86,448,Yes,Low,47,0,Arctic,44,68,Yes,normal
ID4835,Communication Equipment,33,49,91,131,No,Medium,80,2,Forest,52,129,No,compromised
ID4442,Weapon System,10,57,34,202,No,Low,11,2,Desert,67,55,No,compromised
ID2559,Body Armor Sensor,59,15,41,281,Yes,Medium,21,0,Desert,133,17,Yes,normal
ID8204,Weapon System,73,52,45,329,Yes,Medium,84,3,Forest,48,69,Yes,compromised
ID1540,Drone,57,33,51,211,Yes,Medium,12,0,Urban,37,36,Yes,normal
ID1783,Radar System,89,20,92,384,Yes,Low,51,1,Arctic,177,9,No,compromised
ID2714,Body Armor Sensor,11,30,95,197,No,Low,91,3,Desert,36,148,Yes,compromised
ID5002,Body Armor Sensor,59,16,52,199,Yes,High,18,5,Forest,56,39,Yes,normal
ID7463,Body Armor Sensor,74,25,86,132,Yes,Medium,31,2,Forest,116,99,Yes,normal
ID5313,Weapon System,54,-8,74,180,Yes,High,45,3,Arctic,104,192,No,compromised
ID1089,Body Armor Sensor,78,60,99,217,No,Medium,77,5,Arctic,168,26,Yes,compromised
ID5202,Surveillance Camera,96,16,90,339,No,High,60,2,Arctic,127,45,Yes,compromised
ID4459,Surveillance Camera,94,42,45,121,Yes,High,64,2,Desert,43,70,Yes,compromised
ID7860,Drone,66,41,74,228,Yes,Medium,40,4,Urban,73,68,Yes,normal
ID2516,Drone,66,49,61,432,Yes,High,16,4,Urban,91,119,Yes,compromised
ID5438,Weapon System,36,32,33,245,Yes,High,24,4,Forest,152,6,Yes,normal
ID1664,Weapon System,97,-1,85,261,Yes,Low,7,3,Desert,163,3,Yes,normal
ID2493,Body Armor Sensor,92,0,90,158,Yes,Medium,0,2,Arctic,84,6,Yes,normal
ID1287,Unmanned Ground Vehicle,78,32,95,138,Yes,High,45,1,Arctic,83,93,Yes,normal
ID3759,Surveillance Camera,83,-2,52,277,Yes,Low,29,0,Forest,88,64,Yes,normal
ID6649,Unmanned Ground Vehicle,82,-3,48,364,Yes,Low,4,0,Arctic,175,93,Yes,normal
ID5105,Radar System,29,-4,24,301,No,Medium,59,2,Desert,95,11,No,compromised
ID5876,Body Armor Sensor,74,36,46,436,Yes,High,30,1,Urban,141,38,Yes,normal
ID9865,Body Armor Sensor,45,-4,97,181,Yes,High,28,3,Urban,98,78,Yes,normal
ID1092,Body Armor Sensor,61,-5,61,489,Yes,Medium,27,1,Desert,138,25,Yes,normal
ID4601,Communication Equipment,90,59,74,260,No,High,91,5,Forest,64,120,No,compromised
ID6399,Surveillance Camera,53,2,50,467,No,High,38,3,Arctic,88,184,Yes,compromised
ID3730,Radar System,25,-2,37,213,No,High,33,3,Urban,91,75,No,compromised
ID7738,Radar System,72,49,42,484,Yes,Medium,65,1,Forest,136,49,No,compromised
ID6012,Body Armor Sensor,46,-3,62,421,Yes,Medium,9,2,Forest,95,29,Yes,normal
ID3920,Drone,46,4,40,424,Yes,High,5,3,Desert,79,1,Yes,normal
ID8620,Radar System,66,42,32,101,Yes,High,54,4,Forest,68,13,No,compromised
ID7242,Body Armor Sensor,74,9,84,256,Yes,Low,3,0,Arctic,152,60,Yes,normal
ID6883,Communication Equipment,49,35,90,188,No,High,64,1,Urban,110,20,No,compromised
ID3193,Unmanned Ground Vehicle,43,11,85,430,Yes,High,89,0,Urban,135,119,No,compromised
ID1965,Radar System,71,11,55,338,Yes,Medium,48,4,Desert,61,33,Yes,normal
ID5266,Drone,83,36,39,318,Yes,High,46,0,Arctic,151,67,Yes,normal
ID7247,Weapon System,10,36,80,308,No,Medium,56,5,Arctic,116,148,Yes,compromised
ID8780,Communication Equipment,96,-5,76,412,Yes,Low,28,2,Forest,54,44,Yes,normal
ID2604,Unmanned Ground Vehicle,31,18,63,331,No,Low,73,2,Forest,157,10,Yes,compromised
ID7010,Body Armor Sensor,16,-1,100,477,Yes,Low,66,3,Urban,146,86,Yes,compromised
ID4891,Weapon System,34,0,48,431,Yes,High,32,0,Desert,112,22,Yes,normal
ID2936,Radar System,71,38,73,343,No,High,42,1,Arctic,143,126,No,compromised
ID8993,Weapon System,95,-7,45,241,Yes,Low,45,1,Arctic,122,42,Yes,normal
ID2906,Radar System,49,27,75,420,Yes,High,8,0,Desert,35,60,Yes,normal
ID6011,Radar System,21,15,61,257,Yes,Low,32,5,Desert,49,24,Yes,normal
ID8006,Radar System,28,32,51,474,Yes,High,15,0,Urban,35,48,Yes,normal
ID9002,Body Armor Sensor,72,2,41,154,Yes,Medium,20,0,Forest,108,67,Yes,normal
ID3610,Communication Equipment,76,3,69,191,Yes,Low,20,0,Arctic,48,8,Yes,normal
ID5674,Body Armor Sensor,82,29,77,442,Yes,Medium,48,4,Urban,71,167,Yes,compromised
ID4326,Unmanned Ground Vehicle,92,-3,68,213,No,Medium,95,5,Urban,97,10,No,compromised
ID2468,Drone,95,-4,33,492,Yes,Medium,13,5,Desert,50,95,Yes,normal
ID1417,Surveillance Camera,95,36,92,353,Yes,Low,48,3,Urban,86,24,Yes,normal
ID2983,Body Armor Sensor,38,40,33,289,Yes,High,100,5,Forest,67,100,No,compromised
ID7254,Body Armor Sensor,29,4,85,418,Yes,Medium,34,2,Arctic,107,67,Yes,normal
ID5846,Body Armor Sensor,85,8,23,117,Yes,High,56,3,Urban,51,19,Yes,compromised
ID3364,Weapon System,27,25,85,296,Yes,High,11,3,Desert,174,49,Yes,normal
ID2475,Communication Equipment,81,30,48,426,Yes,Medium,20,2,Urban,180,57,Yes,normal
ID9520,Surveillance Camera,90,29,51,485,Yes,Medium,37,3,Arctic,77,40,Yes,normal
ID8099,Drone,98,33,28,450,Yes,Low,46,4,Arctic,80,75,Yes,compromised
ID6441,Drone,82,22,72,331,Yes,Medium,17,1,Forest,98,82,Yes,normal
ID8121,Drone,24,20,77,463,Yes,Medium,36,2,Desert,109,66,Yes,normal
ID6934,Radar System,64,18,31,223,No,Low,36,3,Urban,144,59,No,compromised
ID7246,Communication Equipment,55,28,57,411,Yes,Low,1,0,Forest,153,38,Yes,normal
ID6904,Drone,36,32,48,157,Yes,High,25,1,Desert,99,87,Yes,normal
ID4544,Drone,63,12,66,308,Yes,High,57,2,Urban,103,172,Yes,compromised
ID5159,Communication Equipment,58,40,83,279,No,Medium,97,1,Arctic,85,185,No,compromised
ID9289,Body Armor Sensor,83,4,52,300,Yes,Medium,11,5,Urban,125,55,Yes,normal
ID5911,Radar System,23,21,70,196,Yes,High,0,3,Desert,177,27,Yes,normal
ID7080,Drone,60,-8,74,162,No,Medium,39,3,Desert,123,115,Yes,compromised
ID2974,Communication Equipment,28,49,20,146,No,Medium,43,5,Urban,86,129,No,compromised
ID7494,Communication Equipment,31,23,90,157,Yes,Low,12,2,Urban,143,98,Yes,normal
ID9720,Surveillance Camera,46,-6,57,437,Yes,Low,48,1,Urban,115,3,Yes,normal
ID3730,Surveillance Camera,20,41,58,321,Yes,Medium,17,5,Arctic,85,15,Yes,normal
ID9593,Communication Equipment,82,6,23,117,No,High,15,5,Arctic,179,82,No,compromised
ID3264,Surveillance Camera,77,17,25,106,No,Medium,3,5,Urban,43,52,No,compromised
ID1281,Radar System,23,27,44,105,Yes,Medium,79,4,Urban,124,6,No,compromised
ID5385,Communication Equipment,93,44,43,435,Yes,Low,10,4,Forest,74,75,Yes,normal
ID9020,Body Armor Sensor,20,59,90,403,No,Medium,51,2,Arctic,149,148,Yes,compromised
ID3368,Weapon System,85,-5,96,327,Yes,High,16,5,Arctic,92,119,Yes,compromised
ID9777,Body Armor Sensor,40,8,35,481,Yes,Medium,10,5,Forest,34,46,Yes,normal
ID2527,Drone,80,-3,62,235,Yes,High,34,3,Desert,87,75,Yes,normal
ID3630,Body Armor Sensor,86,25,45,244,Yes,Medium,18,2,Arctic,53,52,Yes,normal
ID1201,Weapon System,79,-1,64,346,Yes,Medium,30,4,Urban,154,28,Yes,normal
ID2157,Unmanned Ground Vehicle,89,2,35,346,No,Low,2,3,Forest,33,25,Yes,compromised
ID2261,Unmanned Ground Vehicle,21,-5,59,261,Yes,Low,32,4,Urban,105,65,Yes,normal
ID2319,Unmanned Ground Vehicle,82,24,69,271,Yes,High,25,0,Arctic,103,74,Yes,normal
ID4380,Unmanned Ground Vehicle,50,-4,61,206,Yes,High,95,3,Forest,143,5,Yes,compromised
ID9888,Surveillance Camera,84,60,74,423,Yes,Low,73,4,Forest,30,193,No,compromised
ID9714,Communication Equipment,97,18,56,489,Yes,Medium,18,1,Arctic,84,39,Yes,normal
ID8593,Radar System,36,13,56,163,Yes,Medium,49,3,Desert,96,126,No,compromised
ID1078,Body Armor Sensor,55,25,36,262,Yes,High,94,1,Arctic,152,165,Yes,compromised
ID1868,Drone,93,7,57,446,Yes,High,19,4,Urban,144,88,Yes,normal
ID5087,Body Armor Sensor,22,39,97,109,Yes,High,39,4,Desert,30,101,Yes,compromised
ID3829,Drone,34,21,78,380,Yes,High,50,5,Arctic,132,83,Yes,normal
ID3620,Unmanned Ground Vehicle,98,9,39,322,No,Medium,3,2,Forest,75,111,No,compromised
ID9722,Radar System,11,54,84,448,Yes,High,24,3,Arctic,67,76,No,compromised
ID3621,Radar System,62,59,85,274,Yes,Low,24,1,Forest,114,149,No,compromised
ID6696,Surveillance Camera,33,20,37,458,No,Low,44,0,Arctic,94,139,Yes,compromised
ID7600,Unmanned Ground Vehicle,97,31,76,177,Yes,High,20,3,Desert,86,37,Yes,normal
ID9939,Weapon System,56,6,57,208,Yes,Medium,21,0,Forest,131,93,Yes,normal
ID9985,Weapon System,74,16,72,293,Yes,Low,24,1,Urban,137,65,Yes,normal
ID5364,Unmanned Ground Vehicle,60,30,81,396,Yes,High,93,5,Desert,79,128,No,compromised
ID7605,Communication Equipment,59,29,95,278,No,High,86,0,Forest,92,72,Yes,compromised
ID4753,Body Armor Sensor,49,23,55,239,Yes,Low,26,5,Urban,129,27,No,compromised
ID4703,Drone,82,19,55,225,Yes,Low,2,2,Forest,120,53,Yes,normal
ID6185,Body Armor Sensor,29,31,99,242,Yes,Low,12,4,Arctic,118,61,Yes,normal
ID4090,Drone,60,25,31,481,Yes,Medium,45,2,Urban,178,23,Yes,normal
ID5846,Unmanned Ground Vehicle,67,-5,53,471,Yes,Low,25,1,Arctic,136,2,Yes,normal
ID7690,Radar System,69,-2,51,370,Yes,Medium,44,5,Arctic,109,28,Yes,normal
ID2916,Weapon System,28,60,80,455,No,High,9,4,Arctic,171,23,Yes,compromised
ID8419,Weapon System,12,45,20,416,No,Medium,63,3,Arctic,169,77,No,compromised
ID8093,Unmanned Ground Vehicle,18,7,57,285,Yes,High,54,5,Arctic,83,161,No,compromised
ID2340,Drone,54,7,44,408,Yes,High,46,0,Urban,87,189,No,compromised
ID3827,Drone,26,11,66,427,Yes,Low,28,3,Desert,158,61,Yes,normal
ID4633,Surveillance Camera,63,58,72,349,Yes,High,38,4,Urban,54,36,Yes,compromised
ID3846,Unmanned Ground Vehicle,98,45,49,424,Yes,Medium,39,3,Arctic,161,124,No,compromised
ID5563,Surveillance Camera,95,9,55,378,No,Low,56,1,Desert,50,101,Yes,compromised
ID6035,Body Armor Sensor,66,-7,91,211,No,Low,79,0,Arctic,50,133,Yes,compromised
ID4029,Drone,76,23,34,291,Yes,High,18,5,Forest,179,62,No,compromised
ID9721,Radar System,26,43,40,356,Yes,Medium,9,4,Forest,152,86,Yes,normal
ID6348,Body Armor Sensor,26,15,63,375,No,High,31,0,Desert,51,31,Yes,compromised
ID3632,Radar System,32,27,73,172,Yes,Low,39,3,Arctic,85,85,Yes,normal
ID3541,Radar System,46,43,33,449,Yes,Medium,15,3,Urban,141,79,Yes,normal
ID4396,Unmanned Ground Vehicle,54,2,45,291,Yes,Medium,2,4,Urban,67,129,No,compromised
ID6159,Surveillance Camera,16,-2,64,288,No,Low,89,5,Desert,34,174,Yes,compromised
ID9847,Drone,92,22,43,283,No,High,72,2,Arctic,80,74,No,compromised
ID3834,Surveillance Camera,33,28,31,289,Yes,Low,25,4,Forest,106,92,Yes,normal
ID7895,Surveillance Camera,61,23,66,429,Yes,Low,14,3,Arctic,162,63,Yes,normal
ID3698,Weapon System,32,24,34,466,Yes,Low,23,4,Arctic,82,85,Yes,normal
ID9587,Body Armor Sensor,89,-3,22,465,Yes,High,100,2,Arctic,85,110,Yes,compromised
ID4770,Communication Equipment,14,20,23,198,Yes,Low,47,0,Urban,78,77,Yes,compromised
ID5246,Communication Equipment,41,28,88,111,No,Low,8,1,Urban,148,113,Yes,compromised
ID1653,Unmanned Ground Vehicle,58,33,89,231,Yes,Medium,51,1,Arctic,59,127,Yes,compromised
ID3466,Communication Equipment,95,2,86,257,Yes,High,40,2,Desert,64,85,Yes,normal
ID6949,Surveillance Camera,26,17,69,267,Yes,Low,4,2,Urban,46,24,Yes,normal
ID5927,Drone,63,-5,80,332,Yes,High,63,1,Forest,45,116,Yes,compromised
ID1278,Communication Equipment,69,2,27,491,Yes,High,99,2,Forest,174,101,No,compromised
ID8494,Surveillance Camera,82,33,88,246,Yes,Medium,42,3,Desert,98,90,Yes,normal
ID4198,Radar System,31,19,33,330,Yes,High,9,1,Arctic,149,85,Yes,normal
ID3710,Surveillance Camera,60,46,50,228,Yes,Medium,3,5,Arctic,111,94,Yes,normal
ID4743,Radar System,26,55,76,252,No,Low,20,3,Urban,159,135,No,compromised
ID1818,Body Armor Sensor,92,52,20,197,No,Medium,93,0,Forest,80,197,Yes,compromised
ID9676,Body Armor Sensor,78,38,61,344,No,Low,43,0,Desert,180,52,Yes,compromised
ID4723,Radar System,52,56,54,302,Yes,High,86,2,Arctic,42,147,Yes,compromised
ID1858,Radar System,90,-10,62,214,Yes,Medium,45,0,Desert,39,6,Yes,normal
ID2060,Body Armor Sensor,24,49,99,315,Yes,High,28,0,Forest,174,55,Yes,normal
