Device ID,Device Name,Battery Status (%),Device Temperature (°C),Event Logs,Connectivity Status,Alert Response Time (ms),Firmware Vulnerabilities,Calibration Status,Maintenance Status,Patient Criticality,Label,Attack Type,Protocol
ID5889,ECG Machine,98,46.7,65,Good,13,6,No,No,High,Compromised,DDoS,Wi-Fi
ID1426,Infusion Pump,37,42.7,21,Disconnected,12,3,Yes,Yes,Low,Normal,None,None
ID6419,Ventilator,40,42.9,158,Good,28,9,No,Yes,Medium,Normal,None,None
ID4468,Patient Monitor,36,43.2,88,Good,10,7,Yes,Yes,Low,Normal,None,None
ID5598,Glucose Monitor,29,45.9,56,Disconnected,9,1,No,Yes,Low,Compromised,DDoS,TCP
ID3453,Heart Rate Monitor,100,49.1,113,Poor,10,5,Yes,Yes,Low,Compromised,Spoofing,UDP
ID1002,Heart Rate Monitor,84,39.8,170,Disconnected,23,8,No,No,Low,Normal,None,None
ID8189,Ventilator,58,43.3,106,Disconnected,46,3,Yes,Yes,High,Compromised,Spoofing,UDP
ID9484,Patient Monitor,62,45.1,191,Good,31,2,No,Yes,Medium,Normal,None,None
ID6093,Heart Rate Monitor,38,36.6,159,Good,47,1,Yes,No,Low,Normal,None,None
ID3951,Patient Monitor,20,32.6,24,Poor,13,1,No,Yes,Low,Normal,None,None
ID2649,Patient Monitor,32,37.6,86,Disconnected,24,6,Yes,Yes,Low,Normal,None,None
ID1043,ECG Machine,34,48.8,58,Disconnected,12,9,Yes,No,Low,Compromised,MITM,TCP
ID5466,ECG Machine,10,31.4,38,Poor,25,3,Yes,No,Medium,Compromised,MITM,Wi-Fi
ID2724,Ventilator,61,40.1,13,Good,32,4,No,Yes,Medium,Normal,None,None
ID6413,Ventilator,14,35.0,51,Poor,28,8,No,No,High,Compromised,MITM,TCP
ID8748,Patient Monitor,91,30.0,121,Disconnected,26,10,Yes,No,Low,Normal,None,None
ID3083,ECG Machine,85,38.2,163,Poor,5,2,Yes,No,High,Compromised,Spoofing,Bluetooth
ID3520,ECG Machine,23,36.5,75,Poor,50,5,Yes,Yes,Medium,Compromised,DDoS,Wi-Fi
ID2925,Patient Monitor,48,35.4,61,Disconnected,57,7,Yes,No,High,Compromised,MITM,Bluetooth
ID3675,Glucose Monitor,3,43.0,54,Good,24,4,Yes,No,Medium,Normal,None,None
ID7395,Patient Monitor,80,44.4,120,Disconnected,52,3,Yes,No,Low,Compromised,Spoofing,Bluetooth
ID3407,Heart Rate Monitor,21,37.3,101,Disconnected,21,6,No,No,Medium,Normal,None,None
ID2649,Glucose Monitor,73,39.9,161,Poor,32,5,No,Yes,Medium,Normal,None,None
ID8857,Heart Rate Monitor,86,30.7,139,Disconnected,16,0,Yes,No,Low,Normal,None,None
ID3752,Heart Rate Monitor,62,42.6,60,Disconnected,49,10,Yes,Yes,Low,Compromised,MITM,Wi-Fi
ID1380,Glucose Monitor,37,30.7,128,Good,32,3,No,No,Medium,Normal,None,None
ID4378,ECG Machine,97,34.4,158,Poor,35,6,No,No,Low,Normal,None,None
ID4448,Infusion Pump,56,32.6,5,Disconnected,8,2,No,Yes,High,Normal,None,None
ID6324,Ventilator,23,41.7,68,Disconnected,17,4,No,Yes,High,Normal,None,None
ID8014,Patient Monitor,55,41.5,17,Good,6,2,No,No,Low,Normal,None,None
ID4977,Heart Rate Monitor,62,31.8,29,Good,30,6,Yes,Yes,High,Normal,None,None
ID5496,Patient Monitor,13,48.5,39,Good,29,0,Yes,No,Medium,Normal,None,None
ID3240,ECG Machine,12,41.4,0,Disconnected,48,10,No,Yes,Medium,Compromised,Spoofing,Wi-Fi
ID4563,ECG Machine,41,30.8,182,Good,60,6,No,No,Low,Compromised,DDoS,UDP
ID4877,ECG Machine,36,34.5,54,Poor,5,6,No,Yes,High,Normal,None,None
ID8553,ECG Machine,13,47.6,104,Poor,6,6,No,No,Medium,Compromised,Spoofing,Bluetooth
ID4846,Ventilator,63,35.2,9,Disconnected,54,6,No,No,Medium,Compromised,DDoS,UDP
ID3602,ECG Machine,98,35.6,38,Good,10,6,Yes,No,Low,Normal,None,None
ID7585,Ventilator,100,49.9,160,Good,43,2,No,Yes,Medium,Normal,None,None
ID3734,Patient Monitor,29,38.8,83,Poor,9,9,No,No,Medium,Normal,None,None
ID1383,ECG Machine,55,39.4,104,Good,37,8,Yes,No,Low,Normal,None,None
ID9057,Ventilator,62,32.0,137,Disconnected,55,10,No,No,Medium,Compromised,DDoS,UDP
ID5731,Ventilator,53,37.2,194,Poor,27,10,No,Yes,Low,Normal,None,None
ID3546,Heart Rate Monitor,81,47.1,137,Good,42,10,No,Yes,Low,Compromised,Spoofing,Bluetooth
ID1902,Patient Monitor,67,34.0,81,Disconnected,40,0,No,No,High,Normal,None,None
ID9812,Ventilator,58,45.2,67,Good,25,2,No,No,Low,Normal,None,None
ID5415,Heart Rate Monitor,87,31.0,67,Good,16,10,No,No,Medium,Normal,None,None
ID2225,Glucose Monitor,100,42.9,117,Poor,7,10,No,Yes,High,Normal,None,None
ID7922,Infusion Pump,60,46.8,1,Poor,28,7,Yes,No,Medium,Compromised,Spoofing,Wi-Fi
ID4972,Patient Monitor,46,45.2,124,Poor,48,8,Yes,Yes,High,Compromised,MITM,TCP
ID1923,Heart Rate Monitor,6,32.7,133,Poor,36,7,Yes,No,Medium,Compromised,MITM,TCP
ID1169,Heart Rate Monitor,71,38.2,177,Disconnected,40,4,Yes,No,Low,Normal,None,None
ID4594,Heart Rate Monitor,95,45.4,11,Disconnected,34,9,No,No,Low,Compromised,DDoS,Bluetooth
ID1612,Infusion Pump,8,33.0,165,Good,34,5,Yes,No,Medium,Normal,None,None
ID6674,Patient Monitor,85,48.8,121,Good,43,5,No,Yes,High,Normal,None,None
ID4487,Glucose Monitor,8,39.3,187,Poor,38,3,No,No,Medium,Compromised,MITM,Bluetooth
ID7622,Ventilator,61,35.4,188,Good,54,1,Yes,Yes,Low,Normal,None,None
ID7698,Infusion Pump,78,36.6,20,Disconnected,36,2,Yes,Yes,Medium,Normal,None,None
ID3023,Patient Monitor,49,45.8,75,Poor,5,4,No,No,Low,Compromised,DDoS,TCP
ID2865,Patient Monitor,37,31.0,119,Good,36,8,No,No,Low,Normal,None,None
ID3257,Patient Monitor,67,38.0,142,Poor,49,10,Yes,Yes,Medium,Compromised,MITM,UDP
ID7743,Heart Rate Monitor,56,32.4,143,Disconnected,50,6,No,Yes,High,Compromised,MITM,TCP
ID2684,Glucose Monitor,23,43.8,135,Poor,27,9,No,Yes,Low,Normal,None,None
ID6216,Heart Rate Monitor,22,33.7,80,Disconnected,49,2,No,No,High,Compromised,MITM,UDP
ID5378,ECG Machine,53,47.3,158,Disconnected,24,6,Yes,No,High,Compromised,DDoS,TCP
ID6742,ECG Machine,3,45.4,129,Poor,5,5,Yes,Yes,Low,Compromised,MITM,Bluetooth
ID2474,Glucose Monitor,1,42.5,82,Good,41,9,No,No,Low,Compromised,MITM,Bluetooth
ID2427,Heart Rate Monitor,82,38.5,137,Good,26,2,No,Yes,Low,Normal,None,None
ID6416,Patient Monitor,64,43.4,120,Good,31,7,No,No,High,Normal,None,None
ID2778,Glucose Monitor,86,47.9,181,Good,56,5,Yes,No,High,Compromised,Spoofing,Bluetooth
ID8048,Glucose Monitor,47,49.0,191,Disconnected,5,3,Yes,Yes,Low,Compromised,Spoofing,TCP
ID5951,Ventilator,91,39.6,122,Poor,43,3,No,No,High,Compromised,Spoofing,TCP
ID9299,Patient Monitor,54,42.8,186,Poor,31,8,No,Yes,Medium,Normal,None,None
ID6258,Infusion Pump,32,47.6,189,Poor,52,0,No,Yes,High,Compromised,Spoofing,Bluetooth
ID2810,ECG Machine,53,30.3,47,Poor,6,6,No,Yes,Medium,Normal,None,None
ID4405,Infusion Pump,32,31.0,101,Poor,15,4,No,No,Medium,Normal,None,None
ID7147,Patient Monitor,97,42.1,9,Poor,58,6,No,Yes,Medium,Compromised,MITM,UDP
ID2991,ECG Machine,54,32.2,73,Poor,34,0,Yes,No,Low,Normal,None,None
ID1341,Ventilator,44,30.5,5,Poor,59,4,Yes,No,Medium,Compromised,DDoS,Bluetooth
ID9112,Patient Monitor,52,45.2,184,Poor,24,9,Yes,Yes,Low,Compromised,DDoS,TCP
ID3228,Ventilator,67,37.8,159,Poor,34,10,Yes,No,Low,Normal,None,None
ID6178,Glucose Monitor,91,47.0,135,Good,28,8,No,No,Medium,Compromised,Spoofing,UDP
ID7798,Patient Monitor,74,30.4,100,Good,28,10,No,No,Low,Normal,None,None
ID6085,ECG Machine,3,41.6,48,Good,55,3,No,Yes,High,Normal,None,None
ID2365,Infusion Pump,9,35.2,4,Poor,47,2,Yes,No,Low,Compromised,Spoofing,UDP
ID6710,Glucose Monitor,0,49.6,100,Disconnected,28,7,Yes,No,Medium,Compromised,MITM,UDP
ID6857,Glucose Monitor,47,48.3,104,Poor,7,9,Yes,Yes,Low,Compromised,MITM,Wi-Fi
ID7121,Glucose Monitor,78,46.0,160,Disconnected,52,5,Yes,Yes,High,Compromised,Spoofing,UDP
ID8255,Patient Monitor,10,47.4,121,Poor,30,5,Yes,Yes,Medium,Compromised,MITM,Wi-Fi
ID9353,Infusion Pump,22,36.7,43,Disconnected,25,7,Yes,Yes,Low,Normal,None,None
ID2957,ECG Machine,73,40.1,160,Poor,39,2,Yes,No,Medium,Normal,None,None
ID8562,ECG Machine,14,44.0,70,Poor,15,10,Yes,Yes,Medium,Compromised,Spoofing,Wi-Fi
ID1517,Infusion Pump,76,35.6,150,Disconnected,45,0,Yes,Yes,High,Compromised,DDoS,Wi-Fi
ID3645,Heart Rate Monitor,96,41.7,76,Disconnected,5,5,No,Yes,Low,Normal,None,None
ID4590,ECG Machine,25,36.5,50,Good,57,4,No,Yes,High,Normal,None,None
ID1586,ECG Machine,73,31.4,102,Poor,19,6,No,No,High,Normal,None,None
ID4222,Heart Rate Monitor,79,44.4,116,Good,35,5,Yes,Yes,Low,Normal,None,None
ID6979,Ventilator,62,33.3,92,Disconnected,42,8,Yes,No,Low,Compromised,MITM,Bluetooth
ID3592,Patient Monitor,92,35.7,170,Poor,33,3,No,Yes,High,Compromised,Spoofing,Bluetooth
ID9859,Patient Monitor,18,31.2,135,Good,10,8,Yes,No,Medium,Compromised,DDoS,Bluetooth
ID7369,Heart Rate Monitor,100,36.9,34,Poor,53,5,Yes,No,High,Compromised,Spoofing,UDP
ID8151,Heart Rate Monitor,40,34.4,101,Poor,10,5,Yes,No,Low,Normal,None,None
ID3476,Heart Rate Monitor,26,44.3,36,Disconnected,39,2,Yes,No,Medium,Normal,None,None
ID8691,Glucose Monitor,30,42.7,155,Disconnected,59,5,Yes,Yes,Medium,Compromised,DDoS,TCP
ID9647,Ventilator,38,40.2,18,Disconnected,35,8,Yes,Yes,Medium,Normal,None,None
ID9848,Infusion Pump,88,35.4,163,Poor,23,3,No,Yes,Low,Normal,None,None
ID5495,Infusion Pump,31,39.6,94,Disconnected,22,4,No,No,Low,Normal,None,None
ID7731,Infusion Pump,62,48.8,2,Disconnected,52,2,No,Yes,High,Compromised,Spoofing,Bluetooth
ID4098,Patient Monitor,28,41.2,77,Disconnected,31,2,Yes,No,Low,Normal,None,None
ID4662,Ventilator,63,45.8,78,Good,48,5,Yes,No,Low,Normal,None,None
ID5984,ECG Machine,82,32.3,198,Poor,42,1,Yes,Yes,Low,Compromised,DDoS,Wi-Fi
ID3319,Heart Rate Monitor,16,43.9,87,Good,13,4,No,No,Medium,Normal,None,None
ID5199,Heart Rate Monitor,54,47.7,147,Disconnected,12,4,No,No,High,Compromised,MITM,Bluetooth
ID8141,Heart Rate Monitor,84,30.6,135,Good,26,9,Yes,No,High,Normal,None,None
ID1330,Heart Rate Monitor,61,30.4,176,Poor,55,4,No,No,Medium,Compromised,Spoofing,TCP
ID9554,Infusion Pump,97,30.0,100,Disconnected,31,4,Yes,No,High,Normal,None,None
ID9906,Heart Rate Monitor,19,30.9,43,Poor,55,1,Yes,Yes,Medium,Compromised,Spoofing,TCP
ID4237,ECG Machine,3,49.0,17,Good,25,9,No,No,High,Compromised,MITM,TCP
ID4953,Heart Rate Monitor,93,34.9,70,Poor,57,3,Yes,Yes,Medium,Compromised,Spoofing,Wi-Fi
ID9484,ECG Machine,64,44.6,58,Disconnected,30,3,Yes,No,Medium,Normal,None,None
ID4824,Patient Monitor,43,32.4,121,Good,59,2,Yes,Yes,Low,Normal,None,None
ID5330,Glucose Monitor,53,30.3,184,Poor,43,8,Yes,Yes,Medium,Compromised,MITM,Wi-Fi
ID7758,Infusion Pump,91,46.9,139,Good,54,5,Yes,Yes,Low,Normal,None,None
ID9325,Patient Monitor,11,35.9,179,Poor,37,7,Yes,No,Medium,Compromised,Spoofing,Bluetooth
ID8224,Glucose Monitor,36,43.1,10,Poor,38,7,Yes,No,High,Normal,None,None
ID2593,Ventilator,70,45.9,81,Disconnected,30,7,Yes,Yes,Medium,Compromised,DDoS,Bluetooth
ID2619,Glucose Monitor,35,41.1,199,Disconnected,48,6,Yes,Yes,High,Compromised,Spoofing,Bluetooth
ID8855,Ventilator,55,37.8,78,Disconnected,9,1,Yes,Yes,Medium,Normal,None,None
ID1316,Patient Monitor,60,37.8,25,Poor,14,1,Yes,No,High,Normal,None,None
ID8473,Glucose Monitor,81,44.0,123,Disconnected,29,1,Yes,Yes,Medium,Normal,None,None
ID4762,ECG Machine,51,30.9,138,Poor,13,2,No,No,Low,Normal,None,None
ID7976,Ventilator,71,34.0,151,Good,58,8,No,No,Low,Compromised,Spoofing,Wi-Fi
ID7687,Glucose Monitor,15,34.5,35,Poor,15,4,No,No,High,Compromised,MITM,Bluetooth
ID3980,Ventilator,22,32.5,171,Good,46,4,Yes,Yes,Low,Normal,None,None
ID4406,Ventilator,83,46.1,10,Poor,37,5,Yes,No,Medium,Compromised,MITM,UDP
ID5104,ECG Machine,5,39.6,88,Disconnected,33,0,Yes,Yes,Low,Compromised,DDoS,UDP
ID3533,Ventilator,29,33.4,174,Poor,17,7,No,No,Medium,Normal,None,None
ID9797,ECG Machine,53,33.1,163,Disconnected,8,0,No,Yes,Low,Normal,None,None
ID9114,Heart Rate Monitor,1,35.5,49,Good,30,8,No,No,Low,Compromised,Spoofing,TCP
ID1353,Patient Monitor,87,36.9,162,Disconnected,10,8,No,Yes,High,Compromised,DDoS,TCP
ID1114,Patient Monitor,59,46.7,46,Disconnected,37,3,No,Yes,High,Compromised,DDoS,Bluetooth
ID9855,Ventilator,78,30.9,151,Poor,16,1,No,No,High,Compromised,DDoS,UDP
ID7828,Heart Rate Monitor,4,40.0,104,Poor,30,0,No,Yes,Low,Compromised,DDoS,Wi-Fi
ID2232,Glucose Monitor,5,42.8,158,Disconnected,45,8,No,Yes,High,Compromised,MITM,Wi-Fi
ID3759,Patient Monitor,90,38.9,170,Good,25,3,Yes,No,Medium,Normal,None,None
ID2098,Ventilator,77,37.0,195,Poor,12,1,Yes,Yes,Medium,Normal,None,None
ID7805,ECG Machine,70,32.2,115,Poor,11,10,Yes,No,High,Normal,None,None
ID9908,Infusion Pump,30,38.3,6,Disconnected,11,9,Yes,Yes,Medium,Normal,None,None
ID5989,Patient Monitor,6,49.3,136,Good,52,1,Yes,Yes,High,Normal,None,None
ID9506,Ventilator,3,31.4,143,Good,33,9,Yes,No,Low,Compromised,DDoS,UDP
ID3066,Infusion Pump,59,41.1,66,Disconnected,59,9,Yes,No,Medium,Compromised,MITM,UDP
ID3165,Heart Rate Monitor,69,35.3,196,Disconnected,49,4,Yes,Yes,High,Compromised,Spoofing,TCP
ID2280,Heart Rate Monitor,33,42.1,1,Poor,50,8,Yes,No,Medium,Compromised,DDoS,UDP
ID6487,Patient Monitor,76,47.3,94,Good,35,2,No,No,Medium,Normal,None,None
ID1011,Patient Monitor,20,34.1,81,Disconnected,28,10,Yes,No,Low,Normal,None,None
ID1351,Heart Rate Monitor,27,36.5,100,Poor,22,9,No,Yes,Medium,Normal,None,None
ID5843,Patient Monitor,69,36.8,113,Good,41,4,No,No,High,Normal,None,None
ID8985,ECG Machine,80,41.3,100,Good,7,3,No,No,High,Normal,None,None
ID2966,ECG Machine,8,45.2,80,Disconnected,46,4,No,No,Low,Compromised,Spoofing,TCP
ID2855,Infusion Pump,100,48.9,15,Disconnected,49,6,No,No,Medium,Compromised,DDoS,Bluetooth
ID9363,ECG Machine,18,37.7,2,Good,59,4,No,No,Low,Normal,None,None
ID2034,Ventilator,9,43.4,33,Poor,52,1,No,No,High,Compromised,MITM,Wi-Fi
ID9522,Infusion Pump,6,36.7,125,Poor,25,10,Yes,No,High,Compromised,DDoS,TCP
ID5943,Patient Monitor,76,47.8,199,Good,24,5,No,No,Medium,Normal,None,None
ID8622,Heart Rate Monitor,67,49.4,91,Poor,36,9,Yes,No,Low,Compromised,Spoofing,UDP
ID8319,Patient Monitor,54,46.4,150,Disconnected,30,4,Yes,Yes,Low,Compromised,MITM,Wi-Fi
ID4532,Infusion Pump,8,48.8,39,Disconnected,29,1,No,No,Low,Compromised,MITM,Bluetooth
ID3149,Patient Monitor,82,47.6,185,Poor,54,8,No,Yes,Medium,Compromised,Spoofing,TCP
ID3717,ECG Machine,48,39.5,13,Poor,54,5,No,Yes,Medium,Compromised,DDoS,Wi-Fi
ID3831,Ventilator,15,36.6,29,Poor,17,9,No,No,Low,Compromised,Spoofing,Wi-Fi
ID5437,Ventilator,9,35.2,80,Poor,33,3,Yes,Yes,Medium,Compromised,Spoofing,Wi-Fi
ID3428,Heart Rate Monitor,7,31.1,61,Good,12,8,Yes,No,High,Compromised,Spoofing,TCP
ID6798,ECG Machine,65,36.6,189,Poor,34,7,Yes,No,Low,Normal,None,None
ID2739,Infusion Pump,50,49.5,4,Good,58,3,No,No,High,Normal,None,None
ID7440,Heart Rate Monitor,34,35.0,29,Poor,50,8,Yes,Yes,Low,Compromised,DDoS,Bluetooth
ID8195,Ventilator,6,49.3,32,Poor,22,4,Yes,Yes,Medium,Compromised,DDoS,TCP
ID2244,Ventilator,25,31.6,178,Good,37,3,Yes,Yes,High,Normal,None,None
ID3545,Heart Rate Monitor,96,39.0,184,Disconnected,22,5,Yes,Yes,Medium,Normal,None,None
ID7395,ECG Machine,11,37.2,84,Good,31,1,Yes,No,Medium,Normal,None,None
ID7019,Ventilator,69,46.4,79,Disconnected,48,0,Yes,Yes,High,Compromised,DDoS,Bluetooth
ID9896,Ventilator,30,49.7,136,Disconnected,40,8,Yes,Yes,Low,Compromised,Spoofing,Wi-Fi
ID8739,Heart Rate Monitor,59,36.6,198,Good,40,2,No,Yes,Low,Normal,None,None
ID6821,Infusion Pump,68,39.9,62,Good,31,1,No,Yes,Medium,Normal,None,None
ID7309,Patient Monitor,64,44.6,47,Poor,16,4,No,No,Medium,Normal,None,None
ID7803,Ventilator,31,36.6,5,Poor,34,9,Yes,Yes,Medium,Normal,None,None
ID1248,Ventilator,62,44.4,126,Poor,16,3,No,No,High,Normal,None,None
ID1683,Infusion Pump,74,30.9,68,Good,37,4,Yes,Yes,High,Normal,None,None
ID5002,Ventilator,84,44.1,138,Poor,57,3,No,No,Medium,Compromised,Spoofing,Wi-Fi
ID5275,Patient Monitor,79,43.4,119,Poor,58,0,No,Yes,Low,Compromised,DDoS,UDP
ID9237,Heart Rate Monitor,98,39.4,85,Poor,54,0,Yes,No,High,Compromised,Spoofing,Bluetooth
ID6252,Ventilator,18,39.5,10,Good,11,3,No,No,Medium,Normal,None,None
ID4684,Infusion Pump,44,30.4,105,Disconnected,15,6,No,No,High,Normal,None,None
ID4002,Heart Rate Monitor,29,41.8,106,Disconnected,25,0,No,Yes,Medium,Normal,None,None
ID8910,Ventilator,14,37.8,43,Disconnected,26,3,No,No,Medium,Compromised,Spoofing,Wi-Fi
ID2732,ECG Machine,71,42.5,81,Poor,24,2,No,No,High,Normal,None,None
ID6721,Glucose Monitor,69,32.3,81,Good,8,5,No,No,High,Normal,None,None
ID9352,Patient Monitor,92,43.5,117,Disconnected,13,8,Yes,No,High,Normal,None,None
ID7015,ECG Machine,74,48.7,23,Good,12,3,Yes,Yes,High,Normal,None,None
ID7023,Infusion Pump,3,32.6,165,Poor,30,10,Yes,No,High,Compromised,DDoS,Bluetooth
ID6045,Glucose Monitor,56,40.4,78,Good,9,2,Yes,No,Low,Normal,None,None
ID9773,Ventilator,92,49.5,33,Good,19,6,Yes,No,Medium,Compromised,DDoS,UDP
ID3636,Infusion Pump,100,33.2,174,Disconnected,55,0,Yes,No,Low,Compromised,DDoS,Bluetooth
ID3089,Infusion Pump,100,40.7,94,Good,50,7,Yes,No,High,Compromised,DDoS,Bluetooth
ID3449,Infusion Pump,18,36.4,118,Good,14,9,Yes,No,High,Compromised,DDoS,TCP
ID4315,Ventilator,3,40.9,185,Good,57,0,No,Yes,Low,Normal,None,None
ID7692,Ventilator,42,41.8,89,Good,48,3,No,No,High,Normal,None,None
ID8020,Patient Monitor,29,34.2,156,Good,17,0,Yes,Yes,High,Normal,None,None
ID7928,Ventilator,44,43.9,123,Disconnected,46,5,Yes,Yes,Medium,Compromised,Spoofing,TCP
ID2656,Infusion Pump,95,34.1,132,Good,58,6,No,No,High,Compromised,MITM,TCP
ID7665,Patient Monitor,10,41.5,159,Disconnected,38,9,Yes,No,Medium,Compromised,MITM,TCP
ID6939,ECG Machine,6,44.3,60,Good,41,5,No,No,Low,Normal,None,None
ID6683,Ventilator,26,44.2,100,Poor,44,10,Yes,Yes,Medium,Compromised,MITM,UDP
ID4087,Heart Rate Monitor,83,40.5,108,Poor,58,10,Yes,Yes,Medium,Compromised,MITM,Wi-Fi
ID2564,Ventilator,26,38.5,192,Disconnected,46,0,No,Yes,High,Compromised,MITM,UDP
ID8262,Glucose Monitor,81,40.6,111,Disconnected,53,3,Yes,Yes,High,Compromised,DDoS,UDP
ID3390,Ventilator,33,38.4,111,Good,8,5,Yes,No,Medium,Normal,None,None
ID1818,Ventilator,36,39.4,102,Poor,16,3,No,Yes,Low,Normal,None,None
ID4779,Ventilator,2,35.2,2,Disconnected,38,9,No,Yes,High,Compromised,Spoofing,Bluetooth
ID8280,Heart Rate Monitor,37,35.5,86,Disconnected,26,4,Yes,No,Medium,Normal,None,None
ID8280,Infusion Pump,38,45.5,93,Good,55,0,Yes,No,High,Normal,None,None
ID1308,Infusion Pump,1,37.2,164,Poor,36,5,No,Yes,Low,Compromised,DDoS,Bluetooth
ID7348,Ventilator,17,43.5,84,Disconnected,58,1,Yes,Yes,High,Compromised,MITM,Wi-Fi
ID4281,ECG Machine,88,36.6,99,Good,50,1,No,Yes,High,Normal,None,None
ID7008,Patient Monitor,6,45.3,184,Poor,9,5,No,Yes,Low,Compromised,Spoofing,Wi-Fi
ID7459,Glucose Monitor,94,42.0,98,Poor,39,1,No,Yes,Low,Normal,None,None
ID5422,Ventilator,80,38.6,106,Good,43,6,No,No,Low,Compromised,DDoS,Bluetooth
ID3632,Ventilator,88,41.6,120,Disconnected,47,3,Yes,Yes,High,Compromised,Spoofing,Bluetooth
ID9773,ECG Machine,90,30.4,179,Disconnected,60,8,Yes,No,Medium,Compromised,MITM,UDP
ID3827,Heart Rate Monitor,65,39.9,90,Disconnected,34,9,Yes,Yes,High,Normal,None,None
ID2570,Infusion Pump,3,45.4,40,Good,19,0,No,Yes,Medium,Normal,None,None
ID5610,Patient Monitor,85,30.6,159,Good,8,8,No,No,Low,Normal,None,None
ID3426,Infusion Pump,94,38.3,152,Good,8,9,No,No,Low,Normal,None,None
ID1185,Heart Rate Monitor,21,40.9,169,Poor,7,9,No,No,Medium,Normal,None,None
ID9616,Patient Monitor,45,49.4,31,Good,11,1,No,Yes,High,Normal,None,None
ID7448,Patient Monitor,62,42.1,143,Good,49,5,No,No,High,Normal,None,None
ID1126,Heart Rate Monitor,58,34.9,115,Disconnected,44,4,No,No,High,Compromised,DDoS,Wi-Fi
ID3271,Patient Monitor,21,49.7,58,Poor,7,2,No,No,Medium,Compromised,Spoofing,UDP
ID5251,Infusion Pump,64,37.4,130,Poor,57,7,Yes,No,Medium,Compromised,MITM,Bluetooth
ID9613,Ventilator,11,45.0,10,Good,25,1,No,Yes,High,Normal,None,None
ID9497,Ventilator,37,45.2,176,Good,20,7,Yes,Yes,Low,Compromised,Spoofing,TCP
ID3960,Patient Monitor,21,42.2,43,Good,34,10,Yes,Yes,Medium,Normal,None,None
ID8401,Patient Monitor,26,39.4,27,Poor,32,6,No,Yes,Medium,Normal,None,None
ID7602,Glucose Monitor,96,42.4,121,Disconnected,43,2,No,No,Low,Compromised,Spoofing,Bluetooth
ID8946,Infusion Pump,63,30.4,181,Disconnected,60,5,Yes,No,High,Compromised,Spoofing,Bluetooth
ID9145,ECG Machine,3,33.8,76,Disconnected,46,10,Yes,No,High,Compromised,Spoofing,TCP
ID9136,ECG Machine,17,34.8,42,Disconnected,50,3,Yes,No,Medium,Compromised,DDoS,Wi-Fi
ID4612,Heart Rate Monitor,0,38.4,75,Poor,35,1,No,No,High,Compromised,DDoS,Bluetooth
ID5024,ECG Machine,14,31.4,117,Disconnected,32,0,No,No,Medium,Compromised,DDoS,Wi-Fi
ID6509,Infusion Pump,74,32.3,97,Poor,57,9,No,No,Medium,Compromised,Spoofing,Bluetooth
ID4474,Ventilator,0,38.4,13,Good,43,8,No,Yes,High,Compromised,Spoofing,Bluetooth
ID1450,Glucose Monitor,97,46.9,114,Poor,20,9,Yes,No,High,Compromised,Spoofing,Bluetooth
ID8198,Glucose Monitor,43,36.2,41,Poor,39,2,No,Yes,High,Normal,None,None
ID5156,Glucose Monitor,98,32.1,133,Disconnected,58,8,No,No,Low,Compromised,DDoS,TCP
ID8770,ECG Machine,69,38.5,133,Good,19,6,No,No,Medium,Normal,None,None
ID5713,ECG Machine,21,37.2,140,Disconnected,35,3,No,No,Low,Normal,None,None
ID5156,ECG Machine,47,48.6,53,Disconnected,40,8,Yes,No,Medium,Compromised,DDoS,Wi-Fi
ID9606,Glucose Monitor,59,46.2,72,Good,56,7,Yes,Yes,High,Compromised,Spoofing,TCP
ID1452,Glucose Monitor,77,36.1,17,Poor,46,2,Yes,Yes,High,Compromised,DDoS,Wi-Fi
ID2574,Patient Monitor,0,43.3,86,Good,39,0,Yes,No,Medium,Normal,None,None
ID5155,ECG Machine,83,41.7,170,Poor,44,3,No,Yes,Low,Compromised,Spoofing,UDP
ID7368,ECG Machine,58,37.0,49,Good,43,7,Yes,Yes,Medium,Compromised,MITM,Bluetooth
ID6796,ECG Machine,26,49.8,195,Good,34,1,Yes,No,Low,Normal,None,None
ID8823,Glucose Monitor,68,37.6,67,Poor,17,3,No,No,High,Normal,None,None
ID4274,Ventilator,26,30.2,32,Poor,37,0,Yes,No,Medium,Normal,None,None
ID6821,Ventilator,59,37.5,70,Good,21,7,Yes,No,Medium,Normal,None,None
ID4687,Ventilator,45,35.9,69,Poor,34,6,Yes,Yes,Low,Normal,None,None
ID8232,Ventilator,31,46.2,0,Disconnected,10,9,No,Yes,Medium,Compromised,MITM,TCP
ID7305,Infusion Pump,94,33.3,173,Disconnected,22,6,No,Yes,Medium,Normal,None,None
ID9749,Glucose Monitor,76,45.7,102,Good,57,10,No,No,High,Compromised,Spoofing,UDP
ID5483,Ventilator,72,46.7,18,Disconnected,39,10,No,No,Medium,Compromised,DDoS,Wi-Fi
ID9338,Glucose Monitor,27,31.1,147,Disconnected,36,7,Yes,No,Low,Normal,None,None
ID8320,Heart Rate Monitor,46,49.5,89,Poor,53,0,No,No,Medium,Compromised,MITM,UDP
ID7541,Ventilator,53,47.2,19,Good,47,8,Yes,Yes,Low,Compromised,Spoofing,TCP
ID1111,Ventilator,7,45.8,170,Disconnected,53,7,No,Yes,High,Compromised,MITM,Bluetooth
ID6576,Heart Rate Monitor,20,38.8,172,Good,47,10,Yes,Yes,High,Compromised,DDoS,UDP
